feedback_id,customer_id,feedback_text,feedback_date,service_impacted,rating
961,469,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-01-28,Streaming,1
962,921,Neon's signal quality indoors is often weak,2023-05-13,Mobile,1
963,513,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-07-08,Broadband,1
964,688,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-10-15,Mobile,1
965,629,making it difficult to manage my account on the go.,2023-06-04,Streaming,4
966,678,and there are no significant benefits for long-term customers like me.,2023-04-06,Streaming,2
967,78,Neon's signal quality indoors is often weak,2023-07-21,Broadband,3
968,729,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-02-04,Mobile,5
969,581,Neon's signal quality indoors is often weak,2022-12-18,Streaming,2
970,923,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-02-11,Mobile,5
971,701,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-12-21,Streaming,4
972,268,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-07-31,Mobile,2
973,217,Ever since Neon updated their network in my area,2023-05-18,,1
974,590,I've had recurring issues with Neon's mobile app—it keeps crashing,2022-11-11,Streaming,5
975,761,Neon's pricing is becoming prohibitive,2023-01-06,Streaming,2
976,719,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-01-09,Mobile,1
977,214,no matter the hour.,2023-06-19,Streaming,3
978,123,and there are no significant benefits for long-term customers like me.,2023-07-01,Broadband,1
979,317,Despite the quality service,2023-06-15,Mobile,2
980,371,Neon's signal quality indoors is often weak,2023-04-14,Mobile,4
981,930,Despite the quality service,2023-02-14,Mobile,1
982,992,and there are no significant benefits for long-term customers like me.,2023-01-01,Broadband,4
983,685,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2022-11-21,Streaming,3
984,959,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-08-28,Streaming,5
985,91,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-02-13,Streaming,2
986,305,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-11-10,Streaming,3
987,964,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-06-25,Broadband,1
988,917,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-09-26,Mobile,3
989,26,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-01-10,Mobile,1
990,864,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-01-02,Streaming,5
991,152,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-07-11,Streaming,1
992,117,Ever since Neon updated their network in my area,2023-03-22,Broadband,3
993,478,Ever since Neon updated their network in my area,2023-01-19,Broadband,1
994,145,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-01-10,Broadband,
995,819,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-02-01,Streaming,1
996,355,Neon's pricing is becoming prohibitive,2023-09-14,Mobile,4
997,160,and there are no significant benefits for long-term customers like me.,2023-02-09,Mobile,3
998,271,Neon's pricing is becoming prohibitive,2023-04-05,Streaming,4
999,392,no matter the hour.,2022-11-18,Broadband,3
1000,751,making it difficult to manage my account on the go.,2023-01-31,Broadband,5
